City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
477,sosnovka,56.255,51.2842,67.24,63,0,3.49,RU,1691603178
478,khorinsk,52.1657,109.7726,63.25,99,100,3.53,RU,1691603178
479,quilmana,-12.95,-76.3833,72.39,64,79,8.61,PE,1691603179
480,ubari,26.5921,12.7805,89.15,13,0,10.56,LY,1691603179
481,san pedro pochutla,15.7333,-96.4667,86.72,55,100,4.61,MX,1691603179
482,taoudenni,22.6783,-3.9836,115.48,7,9,8.95,ML,1691603180
483,ridgecrest,35.6225,-117.6709,85.68,18,75,5.99,US,1691603008
484,as sulayyil,20.4607,45.5779,104.25,8,8,8.63,SA,1691603180
485,le port,-20.9373,55.2919,71.56,94,6,11.65,RE,1691603180
486,paka,4.6374,103.4368,75.13,100,67,0.0,MY,1691603181
487,igarka,67.4667,86.5833,58.78,95,100,12.26,RU,1691603181
488,aioun,16.6614,-9.6149,105.84,15,64,11.54,MR,1691603181
489,newbiggin-by-the-sea,55.1853,-1.5147,67.98,71,75,9.22,GB,1691603182
490,poxoreo,-15.8372,-54.3892,100.44,15,14,6.26,BR,1691603182
491,moriki,12.8741,6.4875,81.21,72,97,5.14,NG,1691603182
492,hinton,53.4001,-117.5857,55.04,98,100,0.13,CA,1691603183
493,warrnambool,-38.3833,142.4833,50.32,85,84,10.74,AU,1691603183
494,shiraz,29.6036,52.5388,83.64,30,75,4.61,IR,1691603183
495,onega,63.9061,38.1404,66.07,72,5,7.25,RU,1691603184
496,talcahuano,-36.7167,-73.1167,55.08,88,100,16.11,CL,1691603184
497,tura,25.5198,90.2201,74.7,98,100,2.01,IN,1691603184
498,nadi,-17.8,177.4167,71.6,83,75,11.5,FJ,1691603185
499,i-n-salah,27.1935,2.4607,106.07,8,0,22.86,DZ,1691603185
500,lompoc,34.6391,-120.4579,71.92,85,100,0.0,US,1691602980
501,bardai,11.65,7.2333,75.74,80,95,7.92,NG,1691603185
502,tres arroyos,-38.3739,-60.2798,62.55,42,93,14.76,AR,1691603186
503,margate,51.3813,1.3862,70.88,68,36,10.0,GB,1691603186
504,daru,-9.0763,143.2092,75.24,77,82,15.55,PG,1691603187
505,alofi,-19.0595,-169.9187,76.89,94,36,3.44,NU,1691603187
506,gostynin,52.4294,19.4619,54.79,90,100,4.61,PL,1691603187
507,lodwar,3.1191,35.5973,88.77,35,10,6.55,KE,1691603128
508,puerto lempira,15.2667,-83.7667,89.74,62,40,9.22,HN,1691603188
509,meiktila,20.8667,95.8667,74.01,91,100,14.9,MM,1691603188
510,sinabang,2.4803,96.3801,77.05,89,68,5.28,ID,1691603188
511,sabang,5.8933,95.3214,82.72,78,98,14.7,ID,1691603189
512,lensk,60.7253,114.9278,64.24,77,39,2.06,RU,1691603189
513,oban,56.4127,-5.4706,60.39,80,97,2.51,GB,1691603189
514,dapa,9.7594,126.0531,82.53,74,100,7.2,PH,1691603190
515,coihueco,-36.6167,-71.8333,54.34,76,100,14.97,CL,1691603191
516,north platte,41.1239,-100.7654,78.98,64,0,4.61,US,1691603191
517,ust'-ilimsk,58.0006,102.6619,61.23,91,85,0.18,RU,1691603192
518,ceuta,35.8903,-5.3075,80.62,84,22,6.38,ES,1691603192
519,lazaro cardenas,17.9583,-102.2,89.24,64,30,6.22,MX,1691603192
520,kargil,34.5667,76.1,64.09,45,85,4.94,IN,1691603193
521,loum,4.7182,9.7351,72.59,98,84,1.48,CM,1691603193
522,pisco,-13.7,-76.2167,68.05,77,100,4.61,PE,1691603193
523,altay,47.8667,88.1167,60.78,81,77,3.11,CN,1691603194
524,kokstad,-30.5472,29.4241,50.49,89,23,4.83,ZA,1691603194
525,cadale,2.7603,46.3222,76.6,84,30,17.83,SO,1691603194
526,morehead city,34.7229,-76.726,89.02,65,0,10.36,US,1691603195
527,bengkulu,-3.8004,102.2655,74.62,95,77,4.88,ID,1691603195
528,tofol,5.3248,163.0078,81.84,76,66,7.87,FM,1691603195
529,vila velha,-20.3297,-40.2925,75.15,85,75,12.66,BR,1691603195
530,stary bohumin,49.9169,18.3362,61.52,89,88,5.97,CZ,1691603196
531,hafar al-batin,28.4328,45.9708,104.58,10,0,4.61,SA,1691603196
532,morteros,-30.7116,-61.9986,71.02,47,79,9.31,AR,1691603196
533,sinop,41.7711,34.8709,63.03,90,20,1.43,TR,1691603197
534,ndibene dahra,15.3338,-15.4766,96.33,32,87,8.34,SN,1691603197
535,gebeit,21.0667,36.3167,91.47,21,9,7.63,SD,1691603197
536,kish,26.5578,54.0194,93.47,66,1,4.61,IR,1691603198
537,scottburgh,-30.2867,30.7532,65.14,76,90,6.51,ZA,1691603198
538,oyem,1.5995,11.5793,68.79,97,69,1.88,GA,1691603198
539,tsiombe,-25.3,45.4833,67.93,84,29,8.05,MG,1691603199
540,kodinsk,58.6881,99.1844,60.33,78,62,2.55,RU,1691603199
541,kashgar,39.4547,75.9797,83.41,26,0,4.47,CN,1691603199
542,shahrud,36.4182,54.9763,75.56,39,4,12.19,IR,1691603200
543,zuwarah,32.9312,12.082,78.76,56,0,10.33,LY,1691603200
544,hilton,43.2881,-77.7933,84.78,65,49,4.0,US,1691603200
545,plouzane,48.3833,-4.6167,75.38,73,0,9.22,FR,1691603200
546,galliano,29.4422,-90.2992,98.01,55,75,11.5,US,1691603201
547,graaff-reinet,-32.2522,24.5308,54.91,83,1,2.98,ZA,1691603201
548,masterton,-40.9597,175.6575,38.88,95,97,3.98,NZ,1691603201
549,franceville,-1.6333,13.5836,79.95,55,75,2.37,GA,1691603202
550,jamaame,0.0697,42.745,75.43,80,39,10.71,SO,1691603202
551,misawa,40.6836,141.3597,79.61,84,33,5.95,JP,1691603202
552,sydney,-33.8679,151.2073,55.36,76,87,6.91,AU,1691602778
553,jalalabad,34.4265,70.4515,93.97,41,0,5.75,AF,1691603203
554,dubbo,-32.25,148.6167,41.13,87,41,10.36,AU,1691603203
555,muar,2.0442,102.5689,81.03,91,37,2.13,MY,1691603203
556,copala,16.65,-98.9833,91.22,54,100,6.55,MX,1691603204
557,al mijlad,11.0333,27.7333,79.41,69,73,7.27,SD,1691603204
558,kampene,-3.6,26.6667,77.7,47,81,1.81,CD,1691603205
559,arno,60.1167,18.6333,59.79,76,91,15.93,SE,1691603205
560,pionerskiy,54.9508,20.2275,58.84,73,81,6.85,RU,1691603205
561,muhos,64.808,25.9931,69.58,69,30,4.34,FI,1691603205
562,hun,29.1268,15.9477,88.0,26,0,10.33,LY,1691603206
563,tarawa,1.419,172.984,78.89,94,20,2.3,KI,1691603206
564,baijiantan,45.6333,85.1833,78.01,42,55,5.39,CN,1691603206
565,egilsstadir,65.2653,-14.3948,49.91,71,75,13.8,IS,1691603207
566,sopron,47.685,16.5905,64.58,85,100,2.04,HU,1691603207
567,princeville,45.7668,-61.2985,67.32,96,100,21.85,CA,1691603207
568,shanhaiguan,39.9988,119.7564,74.21,70,9,8.1,CN,1691603208
569,nova olimpia,-14.7972,-57.2881,104.11,16,0,3.69,BR,1691603208
570,dalandzadgad,43.5708,104.425,77.14,45,96,6.29,MN,1691603208
571,chandler,33.3062,-111.8412,100.81,35,40,4.61,US,1691603207
572,berdigestyakh,62.0989,126.6992,53.44,67,78,5.84,RU,1691603209
573,castillos,-34.1667,-53.8333,64.45,73,97,18.39,UY,1691603209
574,saint-philippe,-21.3585,55.7679,69.39,85,67,5.88,RE,1691603210
575,pemangkat,1.1667,108.9667,82.45,78,51,8.86,ID,1691603210
576,wellington,-41.2866,174.7756,43.07,95,100,23.02,NZ,1691603014
577,yarmouth,41.7057,-70.2286,82.45,63,20,9.22,US,1691603179
578,port augusta,-32.5,137.7667,50.81,91,60,8.72,AU,1691603211
579,hit,33.6416,42.8251,103.41,12,0,7.7,IQ,1691603211
580,gornopravdinsk,60.05,69.9,55.83,90,98,4.97,RU,1691603212
581,maloye ganyushkino,46.6,49.2667,87.13,55,64,8.08,KZ,1691603212
582,bagua grande,-5.7561,-78.4411,89.33,43,42,8.77,PE,1691603212
583,si satchanalai,17.5169,99.7598,77.92,99,100,1.36,TH,1691603213
584,forbes,-33.3833,148.0167,46.26,68,19,11.07,AU,1691603213
585,betio village,1.358,172.9211,78.84,72,98,1.81,KI,1691603214
586,tarakan,3.3,117.6333,81.43,78,87,8.72,ID,1691603214
587,gewane,10.1664,40.6453,87.89,40,95,1.25,ET,1691603214
588,cowra,-33.8333,148.6833,42.78,78,32,5.88,AU,1691603215
589,kenai,60.5544,-151.2583,55.15,95,100,3.44,US,1691603215
590,blagoveshchensk,50.2667,127.5333,65.01,100,75,2.24,RU,1691603215
591,rio gallegos,-51.6226,-69.2181,44.65,61,0,16.11,AR,1691603141
592,wamba,8.9333,8.6,75.56,83,71,2.33,NG,1691603216
593,kidal,18.4411,1.4078,100.87,23,89,12.93,ML,1691603216
594,kiunga,-6.1219,141.2906,71.69,91,80,3.69,PG,1691603217
595,coronel suarez,-37.4547,-61.9334,61.23,40,91,14.0,AR,1691603217
596,mata-utu,-13.2816,-176.1745,82.13,74,56,9.69,WF,1691603217
597,carutapera,-1.195,-46.02,84.04,68,48,10.47,BR,1691603218
598,villa union,23.2,-106.2333,76.96,94,100,0.0,MX,1691603218
599,makhambet,47.6667,51.5833,88.99,21,67,15.59,KZ,1691603218
600,salima,-13.7804,34.4587,67.75,50,0,4.25,MW,1691603219
601,cruzeiro do sul,-29.5128,-51.9853,62.51,91,100,2.33,BR,1691603219
602,bulanash,57.2783,61.9965,63.93,80,78,4.47,RU,1691603219
603,port blair,11.6667,92.75,82.44,83,75,6.91,IN,1691603220
604,tippi,7.2,35.45,64.69,97,94,3.04,ET,1691603220
605,colesberg,-30.72,25.0972,58.96,23,0,6.15,ZA,1691603220
606,oeiras,-7.0253,-42.1311,96.19,23,47,12.15,BR,1691603221
607,tiksi,71.6872,128.8694,58.91,55,15,7.72,RU,1691603221
608,arteche,12.2645,125.4048,81.34,81,77,7.94,PH,1691603222
609,ust'-abakan,53.8525,91.3742,67.91,64,0,8.95,RU,1691603222
610,viedma,-40.8135,-62.9967,66.36,26,87,19.8,AR,1691603222
611,fazilka,30.4,74.0333,91.26,45,76,7.63,IN,1691603223
612,campo maior,-4.8278,-42.1686,100.18,22,43,10.45,BR,1691603223
613,tawau,4.2498,117.8871,78.93,94,69,2.77,MY,1691603224
614,sihanoukville,10.6093,103.5296,82.35,83,40,8.05,KH,1691603224
615,grass valley,39.2191,-121.0611,82.08,39,0,4.61,US,1691603224
616,toliara,-23.35,43.6667,71.85,74,3,16.42,MG,1691603224
617,langsa,4.4683,97.9683,73.45,97,70,2.35,ID,1691603225
618,hailar,49.2,119.7,57.02,89,40,4.63,CN,1691603225
619,new norfolk,-42.7826,147.0587,54.9,70,100,4.45,AU,1691603225
620,padang,-0.9492,100.3543,77.05,89,90,3.62,ID,1691602993
621,turabah,21.2141,41.6331,89.82,16,47,13.78,SA,1691603226
622,kavieng,-2.5744,150.7967,80.82,76,82,17.49,PG,1691603226
623,mili,6.0815,171.735,81.73,77,99,6.26,MH,1691603227
624,falesti,47.5736,27.7092,74.46,37,69,6.71,MD,1691603227
625,flying fish cove,-10.4217,105.6791,74.88,88,75,13.8,CX,1691603227
626,boguchany,58.3814,97.4531,58.53,91,61,2.17,RU,1691603228
627,telc,49.1842,15.4528,60.82,92,88,4.97,CZ,1691603228
628,bushehr,28.9684,50.8385,100.49,22,0,9.22,IR,1691603228
629,dese,11.1333,39.6333,58.57,72,100,1.9,ET,1691603229
630,soe,-9.8607,124.284,61.34,91,15,4.92,ID,1691603229
631,jacmel,18.2342,-72.5347,91.24,66,17,8.12,HT,1691603230
632,namtsy,62.7161,129.6658,52.39,77,3,4.0,RU,1691603230
633,idri,27.5,13.2667,89.51,15,0,11.86,LY,1691603230
634,villa emilio carranza,19.9667,-96.6,88.56,61,9,7.16,MX,1691603231
635,santa cruz de bezana,43.4437,-3.9032,80.11,72,0,13.0,ES,1691603231
636,pulandian,39.3953,121.9669,72.63,78,0,6.24,CN,1691603231
637,vondrozo,-22.8167,47.2833,61.48,98,89,0.92,MG,1691603231
638,colonia,50.9333,6.95,72.25,48,0,11.5,DE,1691603232
639,moab,38.5733,-109.5498,89.49,23,2,6.08,US,1691603081
640,robore,-18.3333,-59.75,84.29,65,0,0.0,BO,1691603232
641,benevento,41.2179,14.7464,77.41,49,93,6.38,IT,1691603233
642,yeniseysk,58.4497,92.1703,57.24,80,62,3.96,RU,1691603233
643,sierra grande,-41.606,-65.3557,63.86,28,91,22.82,AR,1691603233
644,thinadhoo,0.5333,72.9333,81.09,78,39,6.67,MV,1691603234
645,slave lake,55.2834,-114.769,58.98,94,100,12.66,CA,1691603145
646,singrauli,24.1997,82.6753,77.4,76,100,6.46,IN,1691603235
647,mayya,61.7333,130.2811,47.52,66,20,5.91,RU,1691603235
648,juneau,58.3019,-134.4197,57.42,98,100,11.5,US,1691602953
649,muromtsevo,56.3724,75.2418,62.74,72,61,5.82,RU,1691603236
650,emerald,-23.5333,148.1667,53.98,88,0,5.06,AU,1691603236
651,mwatate,-3.5029,38.3795,67.86,73,89,10.45,KE,1691603237
652,ksar chellala,35.2122,2.3189,98.26,15,3,15.95,DZ,1691603237
653,isheyevka,54.4167,48.2667,72.91,55,0,4.88,RU,1691603238
654,aripuana,-9.1667,-60.6333,103.42,21,17,1.63,BR,1691603238
655,domna,51.8971,113.1573,64.56,93,40,2.24,RU,1691603238
656,siwa oasis,29.2041,25.5195,92.61,25,0,5.61,EG,1691603239
657,alesd,47.0667,22.4167,70.61,60,100,4.47,RO,1691603239
658,kisangani,0.5167,25.2,79.21,69,87,1.54,CD,1691603239
659,port hope,43.9408,-82.7127,83.01,54,16,4.61,US,1691603240
660,yerofey pavlovich,53.9667,121.9667,55.45,88,6,2.89,RU,1691603240
661,harper,4.375,-7.7169,76.68,79,93,12.55,LR,1691603240
662,magong,23.5654,119.5863,82.27,90,80,14.16,TW,1691603241
663,tidjikja,18.5564,-11.4271,105.44,14,15,9.1,MR,1691603241
664,rice lake,45.5061,-91.7382,78.48,69,0,6.91,US,1691603087
665,daltonganj,24.0333,84.0667,77.49,85,100,5.26,IN,1691603242
666,stanthorpe,-28.6667,151.95,46.42,93,73,0.81,AU,1691603242
667,olonkinbyen,70.9221,-8.7187,42.49,99,100,8.75,SJ,1691603242
668,assare,-6.8744,-39.875,91.81,25,52,5.59,BR,1691603243
669,parabel',58.6978,81.4825,57.2,88,87,7.14,RU,1691603243
670,chaoyang,41.5703,120.4586,68.79,76,38,3.74,CN,1691602954
671,lapeer,43.0514,-83.3188,84.25,51,0,6.91,US,1691603244
672,gobabis,-22.45,18.9667,62.02,25,58,11.88,NA,1691603244
673,fort-shevchenko,44.5086,50.263,82.76,67,6,8.99,KZ,1691603244
674,bakal,54.9417,58.8083,58.55,90,23,0.63,RU,1691603245
675,saint-francois,46.4154,3.9054,81.84,39,0,8.05,FR,1691603245
676,tabuk,17.4189,121.4443,76.1,84,100,3.2,PH,1691603245
677,arua,3.0201,30.9111,64.89,86,6,4.29,UG,1691603245
678,ust-nera,64.5667,143.2,52.3,78,34,3.4,RU,1691603222
679,nguigmi,14.2495,13.1092,84.13,66,94,14.41,NE,1691603246
680,hastings,50.8552,0.5729,71.98,24,15,8.79,GB,1691603246
681,puttalam,8.0362,79.8283,80.02,87,100,14.65,LK,1691603247
682,baturaja,-4.1333,104.1667,72.3,94,94,2.73,ID,1691603247
683,zungeru,9.8128,6.1558,84.18,89,83,4.09,NG,1691603247
684,taro,-8.3862,115.28,68.0,90,47,1.45,ID,1691603248
685,leava,-14.3,-178.1667,80.76,78,45,8.68,WF,1691603248
686,mozarlandia,-14.7447,-50.5706,100.89,12,3,7.34,BR,1691603248
687,kyzylorda,44.8528,65.5092,84.22,34,20,4.47,KZ,1691603249
688,shitanjing,39.2342,106.3439,77.63,59,65,10.98,CN,1691603249
689,brisas de zicatela,15.8369,-97.0419,88.81,59,100,5.86,MX,1691603249
690,tokuyama,34.05,131.8167,82.02,91,100,28.21,JP,1691603250
691,mont-dore,-22.2833,166.5833,57.18,75,48,7.78,NC,1691603250
692,columbia falls,48.3725,-114.1815,77.02,51,0,8.05,US,1691603250
693,sanctuary point,-35.1114,150.629,58.32,65,75,7.38,AU,1691603251
694,santa cruz,-17.8,-63.1667,85.46,26,0,4.61,BO,1691603166
695,san fernando de monte cristi,19.8667,-71.65,87.08,70,24,19.91,DO,1691603251
696,el granada,37.5027,-122.4694,78.6,73,100,9.22,US,1691603252
697,carlos a. carrillo,18.3667,-95.75,90.5,61,41,4.27,MX,1691603252
698,mananara,-16.1667,49.7667,67.93,92,7,5.61,MG,1691603253
699,tselinnoye,53.0833,85.6667,64.0,57,52,5.32,RU,1691603253
700,zyrya,40.3661,50.2917,84.29,55,1,6.11,AZ,1691603253
701,undurkhaan,47.3194,110.6556,64.49,64,90,6.02,MN,1691603253
702,kristiansund,63.1115,7.732,53.65,87,75,6.91,NO,1691603254
703,ceeldheer,3.8488,47.1806,76.17,83,53,16.84,SO,1691603254
704,trinidad,-14.8333,-64.9,87.78,48,25,2.3,BO,1691603254
705,khorixas,-20.3667,14.9667,74.93,22,66,5.95,NA,1691603255
706,shakawe,-18.3667,21.85,66.7,27,7,6.64,BW,1691603255
707,sovetskaya gavan',48.9723,140.2878,58.77,74,100,2.01,RU,1691603255
708,gladstone,-23.85,151.25,59.79,77,10,6.91,AU,1691603256
709,la sarre,48.8002,-79.1996,77.74,41,38,11.92,CA,1691603256
710,pont rouge,48.8833,-72.0825,62.89,72,91,8.52,CA,1691603256
711,oyotun,-6.8519,-79.3036,84.43,52,68,7.63,PE,1691603257
712,buala,-8.145,159.5921,77.68,88,99,7.96,SB,1691603257
713,pipili,20.1167,85.8333,84.54,89,40,2.3,IN,1691603257
714,kupang,-10.1667,123.5833,73.69,80,16,11.34,ID,1691603258
715,rechka-vydrino,51.485,104.8461,59.23,97,91,3.56,RU,1691603258
716,griffith,41.5284,-87.4237,80.94,64,0,4.61,US,1691603259
717,amboanjo,-22.6667,47.8167,67.93,87,43,4.03,MG,1691603259
